Year,Species,BioPhyReg,Date,DOY,MigrMonth,TempDepart,NAOIndex
2016,Broad-winged Hawk,Ten,13-May-16,134,Apr,-1.8,0.4
2016,Broad-winged Hawk,Thirteen,8-Mar-16,68,Apr,-1.8,0.4
2016,Broad-winged Hawk,Thirteen,7-Apr-16,98,Apr,-1.8,0.4
2016,Broad-winged Hawk,Thirteen,22-Apr-16,113,Apr,-1.8,0.4
2016,Broad-winged Hawk,Thirteen,24-Apr-16,115,Apr,-1.8,0.4
2016,Broad-winged Hawk,Thirteen,29-Apr-16,120,Apr,-1.8,0.4
2016,Broad-winged Hawk,Thirteen,30-Apr-16,121,Apr,-1.8,0.4
2016,Broad-winged Hawk,Thirteen,2-May-16,123,Apr,-1.8,0.4
2016,Broad-winged Hawk,Thirteen,17-May-16,138,Apr,-1.8,0.4
2016,Broad-winged Hawk,Twelve,5-Apr-16,96,Apr,-1.8,0.4
2016,Broad-winged Hawk,Twelve,19-Apr-16,110,Apr,-1.8,0.4
2016,Broad-winged Hawk,Twelve,25-Apr-16,116,Apr,-1.8,0.4
2016,Broad-winged Hawk,Twelve,26-Apr-16,117,Apr,-1.8,0.4
2016,Broad-winged Hawk,Twelve,2-May-16,123,Apr,-1.8,0.4
2016,Broad-winged Hawk,Twelve,3-May-16,124,Apr,-1.8,0.4
2016,Broad-winged Hawk,Twelve,8-May-16,129,Apr,-1.8,0.4
2016,Broad-winged Hawk,Twelve,16-May-16,137,Apr,-1.8,0.4
2017,Broad-winged Hawk,Eleven,16-Apr-2017,106,Apr,,0.87
2017,Broad-winged Hawk,Fifteen,30-Apr-2017,120,Apr,,0.87
2017,Broad-winged Hawk,Fifteen,25-Apr-2017,115,Apr,,0.87
2017,Broad-winged Hawk,Fifteen,2-Jun-2017,153,Apr,,0.87
2017,Broad-winged Hawk,Five,20-May-2017,140,Apr,,0.87
2017,Broad-winged Hawk,Fourteen,17-Apr-2017,107,Apr,,0.87
2017,Broad-winged Hawk,Nine,19-Apr-2017,109,Apr,,0.87
2017,Broad-winged Hawk,Nine,15-Apr-2017,105,Apr,,0.87
2017,Broad-winged Hawk,Nine,27-Apr-2017,117,Apr,,0.87
2017,Broad-winged Hawk,Seven,6-May-2017,126,Apr,,0.87
2017,Broad-winged Hawk,Seven,17-Apr-2017,107,Apr,,0.87
2017,Broad-winged Hawk,Ten,20-Apr-2017,110,Apr,,0.87
2017,Broad-winged Hawk,Ten,4-May-2017,124,Apr,,0.87
2017,Broad-winged Hawk,Ten,30-Apr-2017,120,Apr,,0.87
2017,Broad-winged Hawk,Ten,15-Apr-2017,105,Apr,,0.87
2017,Broad-winged Hawk,Ten,13-Apr-2017,103,Apr,,0.87
2017,Broad-winged Hawk,Ten,11-Apr-2017,101,Apr,,0.87
2017,Broad-winged Hawk,Ten,10-Apr-2017,100,Apr,,0.87
2017,Broad-winged Hawk,Ten,16-Apr-2017,106,Apr,,0.87
2017,Broad-winged Hawk,Ten,10-Apr-2017,100,Apr,,0.87
2017,Broad-winged Hawk,Ten,17-Apr-2017,107,Apr,,0.87
2017,Broad-winged Hawk,Ten,16-Apr-2017,106,Apr,,0.87
2017,Broad-winged Hawk,Ten,13-Apr-2017,103,Apr,,0.87
2017,Broad-winged Hawk,Ten,28-Apr-2017,118,Apr,,0.87
2017,Broad-winged Hawk,Ten,23-Apr-2017,113,Apr,,0.87
2017,Broad-winged Hawk,Thirteen,25-Apr-2017,115,Apr,,0.87
2017,Broad-winged Hawk,Thirteen,22-Apr-2017,112,Apr,,0.87
2017,Broad-winged Hawk,Thirteen,10-Apr-2017,100,Apr,,0.87
2017,Broad-winged Hawk,Thirteen,17-Apr-2017,107,Apr,,0.87
2017,Broad-winged Hawk,Thirteen,11-Apr-2017,101,Apr,,0.87
2017,Broad-winged Hawk,Twelve,29-Apr-2017,119,Apr,,0.87
2017,Broad-winged Hawk,Twelve,17-Apr-2017,107,Apr,,0.87
2017,Broad-winged Hawk,Twelve,16-Apr-2017,106,Apr,,0.87
2017,Broad-winged Hawk,Twelve,5-May-2017,125,Apr,,0.87
2017,Broad-winged Hawk,Twelve,23-Apr-2017,113,Apr,,0.87
2017,Broad-winged Hawk,Twelve,29-Apr-2017,119,Apr,,0.87
1994,Chipping Sparrow,Eleven,20-Apr-94,110,Apr,0.1,3.03
1994,Chipping Sparrow,Eleven,25-Apr-94,115,Apr,0.1,3.03
1994,Chipping Sparrow,Eleven,15-May-94,135,Apr,0.1,3.03
1994,Chipping Sparrow,Fifteen,9-Apr-94,99,Apr,0.1,3.03
1994,Chipping Sparrow,Fifteen,12-Apr-94,102,Apr,0.1,3.03
1994,Chipping Sparrow,Fifteen,20-Apr-94,110,Apr,0.1,3.03
1994,Chipping Sparrow,Fifteen,20-Apr-94,110,Apr,0.1,3.03
1994,Chipping Sparrow,Fifteen,21-Apr-94,111,Apr,0.1,3.03
1994,Chipping Sparrow,Fifteen,28-Apr-94,118,Apr,0.1,3.03
1994,Chipping Sparrow,Fifteen,29-Apr-94,119,Apr,0.1,3.03
1994,Chipping Sparrow,Fifteen,29-Apr-94,119,Apr,0.1,3.03
1994,Chipping Sparrow,Fifteen,30-Apr-94,120,Apr,0.1,3.03
1994,Chipping Sparrow,Fifteen,1-May-94,121,Apr,0.1,3.03
1994,Chipping Sparrow,Fifteen,2-May-94,122,Apr,0.1,3.03
1994,Chipping Sparrow,Fifteen,2-May-94,122,Apr,0.1,3.03
1994,Chipping Sparrow,Fifteen,3-May-94,123,Apr,0.1,3.03
1994,Chipping Sparrow,Fifteen,13-May-94,133,Apr,0.1,3.03
1994,Chipping Sparrow,Fifteen,30-May-94,150,Apr,0.1,3.03
1994,Chipping Sparrow,Fourteen,8-Apr-94,98,Apr,0.1,3.03
1994,Chipping Sparrow,Fourteen,3-May-94,123,Apr,0.1,3.03
1994,Chipping Sparrow,Fourteen,19-May-94,139,Apr,0.1,3.03
1994,Chipping Sparrow,Nine,19-Apr-94,109,Apr,0.1,3.03
1994,Chipping Sparrow,Nine,24-Apr-94,114,Apr,0.1,3.03
1994,Chipping Sparrow,Nine,1-May-94,121,Apr,0.1,3.03
1994,Chipping Sparrow,Seven,16-Apr-94,106,Apr,0.1,3.03
1994,Chipping Sparrow,Seven,22-Apr-94,112,Apr,0.1,3.03
1994,Chipping Sparrow,Seven,30-Apr-94,120,Apr,0.1,3.03
1994,Chipping Sparrow,Seven,3-May-94,123,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,4-Apr-94,94,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,7-Apr-94,97,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,9-Apr-94,99,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,14-Apr-94,104,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,16-Apr-94,106,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,16-Apr-94,106,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,17-Apr-94,107,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,17-Apr-94,107,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,18-Apr-94,108,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,18-Apr-94,108,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,19-Apr-94,109,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,23-Apr-94,113,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,24-Apr-94,114,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,25-Apr-94,115,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,27-Apr-94,117,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,28-Apr-94,118,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,28-Apr-94,118,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,28-Apr-94,118,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,28-Apr-94,118,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,30-Apr-94,120,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,30-Apr-94,120,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,1-May-94,121,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,2-May-94,122,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,2-May-94,122,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,3-May-94,123,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,3-May-94,123,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,5-May-94,125,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,7-May-94,127,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,8-May-94,128,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,8-May-94,128,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,9-May-94,129,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,9-May-94,129,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,9-May-94,129,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,9-May-94,129,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,10-May-94,130,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,11-May-94,131,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,14-May-94,134,Apr,0.1,3.03
1994,Chipping Sparrow,Ten,23-May-94,143,Apr,0.1,3.03
1994,Chipping Sparrow,Thirteen,31-Mar-94,90,Apr,0.1,3.03
1994,Chipping Sparrow,Thirteen,7-Apr-94,97,Apr,0.1,3.03
1994,Chipping Sparrow,Thirteen,11-Apr-94,101,Apr,0.1,3.03
1994,Chipping Sparrow,Thirteen,12-Apr-94,102,Apr,0.1,3.03
1994,Chipping Sparrow,Thirteen,18-Apr-94,108,Apr,0.1,3.03
1994,Chipping Sparrow,Thirteen,21-Apr-94,111,Apr,0.1,3.03
1994,Chipping Sparrow,Thirteen,23-Apr-94,113,Apr,0.1,3.03
1994,Chipping Sparrow,Thirteen,24-Apr-94,114,Apr,0.1,3.03
1994,Chipping Sparrow,Thirteen,30-Apr-94,120,Apr,0.1,3.03
1994,Chipping Sparrow,Thirteen,1-May-94,121,Apr,0.1,3.03
1994,Chipping Sparrow,Thirteen,3-May-94,123,Apr,0.1,3.03
1994,Chipping Sparrow,Thirteen,4-May-94,124,Apr,0.1,3.03
1994,Chipping Sparrow,Twelve,25-Mar-94,84,Apr,0.1,3.03
1994,Chipping Sparrow,Twelve,6-Apr-94,96,Apr,0.1,3.03
1994,Chipping Sparrow,Twelve,6-Apr-94,96,Apr,0.1,3.03
1994,Chipping Sparrow,Twelve,11-Apr-94,101,Apr,0.1,3.03
1994,Chipping Sparrow,Twelve,15-Apr-94,105,Apr,0.1,3.03
1994,Chipping Sparrow,Twelve,18-Apr-94,108,Apr,0.1,3.03
1994,Chipping Sparrow,Twelve,23-Apr-94,113,Apr,0.1,3.03
1994,Chipping Sparrow,Twelve,24-Apr-94,114,Apr,0.1,3.03
1994,Chipping Sparrow,Twelve,25-Apr-94,115,Apr,0.1,3.03
1994,Chipping Sparrow,Twelve,30-Apr-94,120,Apr,0.1,3.03
1994,Chipping Sparrow,Twelve,30-Apr-94,120,Apr,0.1,3.03
1994,Chipping Sparrow,Twelve,11-May-94,131,Apr,0.1,3.03
1994,Chipping Sparrow,Twelve,14-May-94,134,Apr,0.1,3.03
1995,Chipping Sparrow,Eleven,13-May-95,133,Apr,-1.3,3.96
1995,Chipping Sparrow,Fifteen,26-Apr-95,116,Apr,-1.3,3.96
1995,Chipping Sparrow,Fifteen,28-Apr-95,118,Apr,-1.3,3.96
1995,Chipping Sparrow,Fifteen,4-May-95,124,Apr,-1.3,3.96
1995,Chipping Sparrow,Fifteen,7-May-95,127,Apr,-1.3,3.96
1995,Chipping Sparrow,Fifteen,11-May-95,131,Apr,-1.3,3.96
1995,Chipping Sparrow,Fourteen,28-Apr-95,118,Apr,-1.3,3.96
1995,Chipping Sparrow,Fourteen,2-May-95,122,Apr,-1.3,3.96
1995,Chipping Sparrow,Fourteen,3-May-95,123,Apr,-1.3,3.96
1995,Chipping Sparrow,Fourteen,7-May-95,127,Apr,-1.3,3.96
1995,Chipping Sparrow,Nine,28-Apr-95,118,Apr,-1.3,3.96
1995,Chipping Sparrow,Nine,30-Apr-95,120,Apr,-1.3,3.96
1995,Chipping Sparrow,Seven,5-May-95,125,Apr,-1.3,3.96
1995,Chipping Sparrow,Ten,8-Apr-95,98,Apr,-1.3,3.96
1995,Chipping Sparrow,Ten,14-Apr-95,104,Apr,-1.3,3.96
1995,Chipping Sparrow,Ten,18-Apr-95,108,Apr,-1.3,3.96
1995,Chipping Sparrow,Ten,20-Apr-95,110,Apr,-1.3,3.96
1995,Chipping Sparrow,Ten,21-Apr-95,111,Apr,-1.3,3.96
1995,Chipping Sparrow,Ten,22-Apr-95,112,Apr,-1.3,3.96
1995,Chipping Sparrow,Ten,24-Apr-95,114,Apr,-1.3,3.96
1995,Chipping Sparrow,Ten,27-Apr-95,117,Apr,-1.3,3.96
1995,Chipping Sparrow,Ten,27-Apr-95,117,Apr,-1.3,3.96
1995,Chipping Sparrow,Ten,30-Apr-95,120,Apr,-1.3,3.96
1995,Chipping Sparrow,Ten,1-May-95,121,Apr,-1.3,3.96
1995,Chipping Sparrow,Ten,2-May-95,122,Apr,-1.3,3.96
1995,Chipping Sparrow,Thirteen,3-Apr-95,93,Apr,-1.3,3.96
1995,Chipping Sparrow,Thirteen,20-Apr-95,110,Apr,-1.3,3.96
1995,Chipping Sparrow,Thirteen,23-Apr-95,113,Apr,-1.3,3.96
1995,Chipping Sparrow,Thirteen,24-Apr-95,114,Apr,-1.3,3.96
1995,Chipping Sparrow,Thirteen,25-Apr-95,115,Apr,-1.3,3.96
1995,Chipping Sparrow,Thirteen,26-Apr-95,116,Apr,-1.3,3.96
1995,Chipping Sparrow,Thirteen,7-May-95,127,Apr,-1.3,3.96
1995,Chipping Sparrow,Twelve,11-Apr-95,101,Apr,-1.3,3.96
1995,Chipping Sparrow,Twelve,24-Apr-95,114,Apr,-1.3,3.96
1995,Chipping Sparrow,Twelve,4-May-95,124,Apr,-1.3,3.96
1995,Chipping Sparrow,Twelve,6-May-95,126,Apr,-1.3,3.96
1995,Chipping Sparrow,Twelve,9-May-95,129,Apr,-1.3,3.96
1996,Chipping Sparrow,Eleven,25-Apr-96,116,Apr,-0.1,-3.78
1996,Chipping Sparrow,Eleven,30-Apr-96,121,Apr,-0.1,-3.78
1996,Chipping Sparrow,Eleven,4-May-96,125,Apr,-0.1,-3.78
1996,Chipping Sparrow,Eleven,16-May-96,137,Apr,-0.1,-3.78
1996,Chipping Sparrow,Fifteen,5-Apr-96,96,Apr,-0.1,-3.78
1996,Chipping Sparrow,Fifteen,28-Apr-96,119,Apr,-0.1,-3.78
1996,Chipping Sparrow,Fifteen,1-May-96,122,Apr,-0.1,-3.78
1996,Chipping Sparrow,Fifteen,11-May-96,132,Apr,-0.1,-3.78
1996,Chipping Sparrow,Fourteen,23-Apr-96,114,Apr,-0.1,-3.78
1996,Chipping Sparrow,Fourteen,27-Apr-96,118,Apr,-0.1,-3.78
1996,Chipping Sparrow,Fourteen,4-May-96,125,Apr,-0.1,-3.78
1996,Chipping Sparrow,Fourteen,4-May-96,125,Apr,-0.1,-3.78
1996,Chipping Sparrow,Nine,16-Apr-96,107,Apr,-0.1,-3.78
1996,Chipping Sparrow,Seven,5-Apr-96,96,Apr,-0.1,-3.78
1996,Chipping Sparrow,Seven,26-Apr-96,117,Apr,-0.1,-3.78
1996,Chipping Sparrow,Ten,13-Apr-96,104,Apr,-0.1,-3.78
1996,Chipping Sparrow,Ten,13-Apr-96,104,Apr,-0.1,-3.78
1996,Chipping Sparrow,Ten,18-Apr-96,109,Apr,-0.1,-3.78
1996,Chipping Sparrow,Ten,20-Apr-96,111,Apr,-0.1,-3.78
1996,Chipping Sparrow,Ten,21-Apr-96,112,Apr,-0.1,-3.78
1996,Chipping Sparrow,Ten,22-Apr-96,113,Apr,-0.1,-3.78
1996,Chipping Sparrow,Ten,22-Apr-96,113,Apr,-0.1,-3.78
1996,Chipping Sparrow,Ten,22-Apr-96,113,Apr,-0.1,-3.78
1996,Chipping Sparrow,Ten,27-Apr-96,118,Apr,-0.1,-3.78
1996,Chipping Sparrow,Ten,27-Apr-96,118,Apr,-0.1,-3.78
1996,Chipping Sparrow,Ten,29-Apr-96,120,Apr,-0.1,-3.78
1996,Chipping Sparrow,Ten,4-May-96,125,Apr,-0.1,-3.78
1996,Chipping Sparrow,Ten,15-May-96,136,Apr,-0.1,-3.78
1996,Chipping Sparrow,Thirteen,1-Apr-96,92,Apr,-0.1,-3.78
1996,Chipping Sparrow,Thirteen,21-Apr-96,112,Apr,-0.1,-3.78
1996,Chipping Sparrow,Thirteen,22-Apr-96,113,Apr,-0.1,-3.78
1996,Chipping Sparrow,Thirteen,23-Apr-96,114,Apr,-0.1,-3.78
1996,Chipping Sparrow,Thirteen,24-Apr-96,115,Apr,-0.1,-3.78
1996,Chipping Sparrow,Thirteen,26-Apr-96,117,Apr,-0.1,-3.78
1996,Chipping Sparrow,Thirteen,29-Apr-96,120,Apr,-0.1,-3.78
1996,Chipping Sparrow,Thirteen,30-Apr-96,121,Apr,-0.1,-3.78
1996,Chipping Sparrow,Thirteen,2-May-96,123,Apr,-0.1,-3.78
1996,Chipping Sparrow,Twelve,25-Mar-96,85,Apr,-0.1,-3.78
1996,Chipping Sparrow,Twelve,26-Mar-96,86,Apr,-0.1,-3.78
1996,Chipping Sparrow,Twelve,13-Apr-96,104,Apr,-0.1,-3.78
1996,Chipping Sparrow,Twelve,20-Apr-96,111,Apr,-0.1,-3.78
1996,Chipping Sparrow,Twelve,21-Apr-96,112,Apr,-0.1,-3.78
1996,Chipping Sparrow,Twelve,24-Apr-96,115,Apr,-0.1,-3.78
1996,Chipping Sparrow,Twelve,1-May-96,122,Apr,-0.1,-3.78
1996,Chipping Sparrow,Twelve,11-May-96,132,Apr,-0.1,-3.78
1997,Chipping Sparrow,Eight,9-May-97,129,Apr,-1.1,-0.17
1997,Chipping Sparrow,Eleven,5-May-97,125,Apr,-1.1,-0.17
1997,Chipping Sparrow,Eleven,9-May-97,129,Apr,-1.1,-0.17
1997,Chipping Sparrow,Fifteen,31-Mar-97,90,Apr,-1.1,-0.17
1997,Chipping Sparrow,Fifteen,3-Apr-97,93,Apr,-1.1,-0.17
1997,Chipping Sparrow,Fifteen,23-Apr-97,113,Apr,-1.1,-0.17
1997,Chipping Sparrow,Fifteen,9-May-97,129,Apr,-1.1,-0.17
1997,Chipping Sparrow,Fourteen,12-Apr-97,102,Apr,-1.1,-0.17
1997,Chipping Sparrow,Fourteen,22-Apr-97,112,Apr,-1.1,-0.17
1997,Chipping Sparrow,Fourteen,24-Apr-97,114,Apr,-1.1,-0.17
1997,Chipping Sparrow,Fourteen,24-May-97,144,Apr,-1.1,-0.17
1997,Chipping Sparrow,Seven,21-Mar-97,80,Apr,-1.1,-0.17
1997,Chipping Sparrow,Seven,4-Apr-97,94,Apr,-1.1,-0.17
1997,Chipping Sparrow,Ten,30-Mar-97,89,Apr,-1.1,-0.17
1997,Chipping Sparrow,Ten,17-Apr-97,107,Apr,-1.1,-0.17
1997,Chipping Sparrow,Ten,17-Apr-97,107,Apr,-1.1,-0.17
1997,Chipping Sparrow,Ten,19-Apr-97,109,Apr,-1.1,-0.17
1997,Chipping Sparrow,Ten,20-Apr-97,110,Apr,-1.1,-0.17
1997,Chipping Sparrow,Ten,22-Apr-97,112,Apr,-1.1,-0.17
1997,Chipping Sparrow,Ten,22-Apr-97,112,Apr,-1.1,-0.17
1997,Chipping Sparrow,Ten,23-Apr-97,113,Apr,-1.1,-0.17
1997,Chipping Sparrow,Ten,24-Apr-97,114,Apr,-1.1,-0.17
1997,Chipping Sparrow,Ten,24-Apr-97,114,Apr,-1.1,-0.17
1997,Chipping Sparrow,Ten,26-Apr-97,116,Apr,-1.1,-0.17
1997,Chipping Sparrow,Ten,29-Apr-97,119,Apr,-1.1,-0.17
1997,Chipping Sparrow,Ten,30-Apr-97,120,Apr,-1.1,-0.17
1997,Chipping Sparrow,Ten,1-May-97,121,Apr,-1.1,-0.17
1997,Chipping Sparrow,Ten,4-May-97,124,Apr,-1.1,-0.17
1997,Chipping Sparrow,Thirteen,17-Apr-97,107,Apr,-1.1,-0.17
1997,Chipping Sparrow,Thirteen,19-Apr-97,109,Apr,-1.1,-0.17
1997,Chipping Sparrow,Thirteen,20-Apr-97,110,Apr,-1.1,-0.17
1997,Chipping Sparrow,Thirteen,7-May-97,127,Apr,-1.1,-0.17
1997,Chipping Sparrow,Thirteen,14-May-97,134,Apr,-1.1,-0.17
1997,Chipping Sparrow,Twelve,5-Apr-97,95,Apr,-1.1,-0.17
1997,Chipping Sparrow,Twelve,16-Apr-97,106,Apr,-1.1,-0.17
1997,Chipping Sparrow,Twelve,23-Apr-97,113,Apr,-1.1,-0.17
1997,Chipping Sparrow,Twelve,30-Apr-97,120,Apr,-1.1,-0.17
1997,Chipping Sparrow,Twelve,30-Apr-97,120,Apr,-1.1,-0.17
1997,Chipping Sparrow,Twelve,30-Apr-97,120,Apr,-1.1,-0.17
1997,Chipping Sparrow,Twelve,6-May-97,126,Apr,-1.1,-0.17
1998,Chipping Sparrow,Eight,15-Mar-98,74,Apr,1.2,0.72
1998,Chipping Sparrow,Eight,29-Apr-98,119,Apr,1.2,0.72
1998,Chipping Sparrow,Eleven,23-Apr-98,113,Apr,1.2,0.72
1998,Chipping Sparrow,Fifteen,18-Apr-98,108,Apr,1.2,0.72
1998,Chipping Sparrow,Fifteen,28-Apr-98,118,Apr,1.2,0.72
1998,Chipping Sparrow,Fourteen,23-Apr-98,113,Apr,1.2,0.72
1998,Chipping Sparrow,Ten,12-Apr-98,102,Apr,1.2,0.72
1998,Chipping Sparrow,Ten,12-Apr-98,102,Apr,1.2,0.72
1998,Chipping Sparrow,Ten,16-Apr-98,106,Apr,1.2,0.72
1998,Chipping Sparrow,Ten,17-Apr-98,107,Apr,1.2,0.72
1998,Chipping Sparrow,Ten,18-Apr-98,108,Apr,1.2,0.72
1998,Chipping Sparrow,Ten,19-Apr-98,109,Apr,1.2,0.72
1998,Chipping Sparrow,Ten,21-Apr-98,111,Apr,1.2,0.72
1998,Chipping Sparrow,Ten,28-Apr-98,118,Apr,1.2,0.72
1998,Chipping Sparrow,Ten,1-May-98,121,Apr,1.2,0.72
1998,Chipping Sparrow,Ten,2-May-98,122,Apr,1.2,0.72
1998,Chipping Sparrow,Ten,23-May-98,143,Apr,1.2,0.72
1998,Chipping Sparrow,Thirteen,23-Apr-98,113,Apr,1.2,0.72
1998,Chipping Sparrow,Thirteen,25-Apr-98,115,Apr,1.2,0.72
1998,Chipping Sparrow,Thirteen,9-May-98,129,Apr,1.2,0.72
1998,Chipping Sparrow,Twelve,16-Apr-98,106,Apr,1.2,0.72
1998,Chipping Sparrow,Twelve,19-Apr-98,109,Apr,1.2,0.72
1998,Chipping Sparrow,Twelve,11-May-98,131,Apr,1.2,0.72
1999,Chipping Sparrow,Eight,3-Apr-99,93,Apr,1.2,1.7
1999,Chipping Sparrow,Eight,2-May-99,122,Apr,1.2,1.7
1999,Chipping Sparrow,Eleven,24-Apr-99,114,Apr,1.2,1.7
1999,Chipping Sparrow,Fifteen,16-Apr-99,106,Apr,1.2,1.7
1999,Chipping Sparrow,Fifteen,25-Apr-99,115,Apr,1.2,1.7
1999,Chipping Sparrow,Fifteen,12-May-99,132,Apr,1.2,1.7
1999,Chipping Sparrow,Fourteen,27-Apr-99,117,Apr,1.2,1.7
1999,Chipping Sparrow,Fourteen,29-Apr-99,119,Apr,1.2,1.7
1999,Chipping Sparrow,Fourteen,2-May-99,122,Apr,1.2,1.7
1999,Chipping Sparrow,Fourteen,15-May-99,135,Apr,1.2,1.7
1999,Chipping Sparrow,Seven,17-Apr-99,107,Apr,1.2,1.7
1999,Chipping Sparrow,Ten,20-Mar-99,79,Apr,1.2,1.7
1999,Chipping Sparrow,Ten,12-Apr-99,102,Apr,1.2,1.7
1999,Chipping Sparrow,Ten,18-Apr-99,108,Apr,1.2,1.7
1999,Chipping Sparrow,Ten,19-Apr-99,109,Apr,1.2,1.7
1999,Chipping Sparrow,Ten,22-Apr-99,112,Apr,1.2,1.7
1999,Chipping Sparrow,Ten,22-Apr-99,112,Apr,1.2,1.7
1999,Chipping Sparrow,Ten,22-Apr-99,112,Apr,1.2,1.7
1999,Chipping Sparrow,Ten,26-Apr-99,116,Apr,1.2,1.7
1999,Chipping Sparrow,Ten,26-Apr-99,116,Apr,1.2,1.7
1999,Chipping Sparrow,Ten,27-Apr-99,117,Apr,1.2,1.7
1999,Chipping Sparrow,Ten,29-Apr-99,119,Apr,1.2,1.7
1999,Chipping Sparrow,Ten,3-May-99,123,Apr,1.2,1.7
1999,Chipping Sparrow,Thirteen,11-Apr-99,101,Apr,1.2,1.7
1999,Chipping Sparrow,Thirteen,25-Apr-99,115,Apr,1.2,1.7
1999,Chipping Sparrow,Thirteen,4-May-99,124,Apr,1.2,1.7
1999,Chipping Sparrow,Thirteen,8-May-99,128,Apr,1.2,1.7
1999,Chipping Sparrow,Thirteen,14-May-99,134,Apr,1.2,1.7
1999,Chipping Sparrow,Twelve,17-Apr-99,107,Apr,1.2,1.7
1999,Chipping Sparrow,Twelve,20-Apr-99,110,Apr,1.2,1.7
1999,Chipping Sparrow,Twelve,22-Apr-99,112,Apr,1.2,1.7
1999,Chipping Sparrow,Twelve,26-Apr-99,116,Apr,1.2,1.7
1999,Chipping Sparrow,Twelve,7-May-99,127,Apr,1.2,1.7
2000,Chipping Sparrow,Eight,1-May-00,122,Apr,0.1,2.8
2000,Chipping Sparrow,Eleven,2-May-00,123,Apr,0.1,2.8
2000,Chipping Sparrow,Fifteen,7-May-00,128,Apr,0.1,2.8
2000,Chipping Sparrow,Fourteen,15-Apr-00,106,Apr,0.1,2.8
2000,Chipping Sparrow,Fourteen,7-May-00,128,Apr,0.1,2.8
2000,Chipping Sparrow,Nine,10-Apr-00,101,Apr,0.1,2.8
2000,Chipping Sparrow,Seven,26-Mar-00,86,Apr,0.1,2.8
2000,Chipping Sparrow,Seven,24-Apr-00,115,Apr,0.1,2.8
2000,Chipping Sparrow,Ten,10-Apr-00,101,Apr,0.1,2.8
2000,Chipping Sparrow,Ten,17-Apr-00,108,Apr,0.1,2.8
2000,Chipping Sparrow,Ten,17-Apr-00,108,Apr,0.1,2.8
2000,Chipping Sparrow,Ten,18-Apr-00,109,Apr,0.1,2.8
2000,Chipping Sparrow,Ten,20-Apr-00,111,Apr,0.1,2.8
2000,Chipping Sparrow,Ten,21-Apr-00,112,Apr,0.1,2.8
2000,Chipping Sparrow,Ten,25-Apr-00,116,Apr,0.1,2.8
2000,Chipping Sparrow,Ten,2-May-00,123,Apr,0.1,2.8
2000,Chipping Sparrow,Ten,5-May-00,126,Apr,0.1,2.8
2000,Chipping Sparrow,Ten,5-May-00,126,Apr,0.1,2.8
2000,Chipping Sparrow,Ten,21-May-00,142,Apr,0.1,2.8
2000,Chipping Sparrow,Thirteen,9-Apr-00,100,Apr,0.1,2.8
2000,Chipping Sparrow,Thirteen,16-Apr-00,107,Apr,0.1,2.8
2000,Chipping Sparrow,Thirteen,16-Apr-00,107,Apr,0.1,2.8
2000,Chipping Sparrow,Thirteen,28-Apr-00,119,Apr,0.1,2.8
2000,Chipping Sparrow,Thirteen,5-May-00,126,Apr,0.1,2.8
2000,Chipping Sparrow,Thirteen,12-May-00,133,Apr,0.1,2.8
2000,Chipping Sparrow,Thirteen,14-May-00,135,Apr,0.1,2.8
2000,Chipping Sparrow,Twelve,12-Mar-00,72,Apr,0.1,2.8
2000,Chipping Sparrow,Twelve,9-Apr-00,100,Apr,0.1,2.8
